0,1,2,3,4,5,6,7,8
448,462,558,747,371,323,431,692,1136
644,691,831,881,415,389,457,565,1302
540,546,800,921,399,279,285,336,937
1022,1234,1101,1274,640,474,688,750,1373
393,423,461,564,378,314,291,402,767
627,563,443,460,261,239,299,472,2209
989,1359,1150,798,416,386,673,920,2318
1265,1636,1459,1073,621,568,563,801,1610
843,931,627,571,322,294,335,373,664
553,1365,2466,2672,1134,738,833,899,1290
794,1389,2003,2019,957,689,761,890,1131
557,914,1367,1149,577,337,255,244,406
390,552,796,1163,584,412,478,433,532
1253,789,533,497,272,208,303,869,1920
663,1328,1604,1390,676,590,849,1082,2427
1248,1931,2112,2555,1504,1252,1479,1626,2896
84,81,95,100,61,84,108,130,245
3267,2094,1528,1215,765,742,1021,1129,2291
140,249,273,504,260,147,256,559,1046
393,631,798,842,501,299,408,428,1341
710,1257,1600,2001,1333,1167,1256,905,1674
397,775,649,636,282,276,315,510,1053
1953,2981,2978,3057,1329,834,1002,1396,3247
230,496,717,872,519,382,477,753,1203
482,1147,1267,1337,635,583,764,856,1886
405,651,682,747,337,215,341,702,988
178,303,439,362,163,84,112,143,353
259,480,611,598,426,362,560,926,1909
250,432,482,629,594,655,1089,1109,1564
380,592,745,924,799,911,1369,1641,2938
182,247,301,444,341,648,2029,2576,2998
280,423,381,574,498,780,2754,3188,3726
191,480,740,1467,1999,2453,3972,3653,4323
130,187,210,218,143,307,668,1089,1397
127,194,251,259,148,189,609,773,874
207,331,345,374,301,429,882,1050,1744
304,422,517,791,625,582,1066,1530,2495
236,310,348,398,245,240,569,1179,1528
172,235,285,330,253,365,725,1107,1418
217,422,477,763,554,806,2231,3032,3673
465,763,558,593,279,280,808,1532,3303
596,732,680,865,415,485,974,1479,1988
278,592,650,745,349,276,600,1358,2523
54,89,127,171,88,55,140,492,2404
2728,2213,2613,2856,1485,1150,1366,2140,3872
903,1202,1166,1267,675,612,910,1446,2653
947,1192,1279,1365,594,497,945,1444,2939
385,726,966,1014,548,348,455,636,1976
220,429,467,682,334,178,490,1239,2957
0,0,0,0,0,0,0,0,0
392,610,645,961,567,520,746,1281,2614
170,260,306,421,251,361,952,1585,2467
230,339,462,502,309,609,1543,2043,2686
704,894,1071,1383,810,763,855,1011,1636
861,1288,1225,1212,548,379,769,1554,4598
360,580,500,554,268,223,395,808,1898
1788,2318,2081,1675,966,655,636,704,1507
1149,1535,1506,1181,612,640,537,720,1221
3657,4173,3364,2755,1549,1400,1439,1638,3214
1566,2444,2461,1764,856,549,672,660,1289
1595,1928,1841,1562,861,680,659,719,1328
1806,2430,1983,1494,653,514,649,744,1629
1222,1886,1512,1278,645,500,510,995,1810
1196,1843,1463,1188,549,363,390,593,1269
1095,1431,1268,968,440,303,534,857,1601
2208,3305,2660,1865,1075,891,768,968,2235
1372,1078,698,529,261,216,292,489,2629
4099,2900,1935,1750,768,655,972,1606,4988
1128,1121,817,695,350,319,369,552,1906
1699,1446,1067,945,420,298,404,895,3790
1278,1244,939,796,344,276,526,1281,4214
1572,1880,1646,1289,694,502,623,774,1003
1552,2547,1931,1495,886,902,958,1056,1581
1446,2023,1618,1294,765,752,945,797,1245
3700,3691,3017,2412,1509,1158,1318,1527,2515
1620,1411,1559,1875,870,508,670,614,1203
595,873,958,1182,645,418,406,525,884
487,511,720,902,557,526,645,581,1118
1250,1336,1416,1538,750,657,643,981,2129
3905,4735,5274,6455,4083,3223,4172,5686,12600
908,1021,1161,1399,952,732,1096,1412,3014
667,1424,2048,2516,1467,904,1077,1461,3342
965,1579,2002,2385,1375,962,1226,1791,4528
632,749,829,969,558,465,586,850,1721
862,1400,1452,1658,1050,777,926,1341,3380
652,1038,1188,1429,1047,952,1161,1729,3915
3035,4052,4319,3861,1961,1441,1348,1349,2295
937,1259,1297,1369,740,573,467,548,956
1866,2825,3436,3348,1641,1128,1020,1083,2000
4533,4976,4795,4530,2085,1619,1640,2241,3940
1562,2275,2417,2230,1177,855,761,946,1484
699,1110,1189,1116,525,287,364,781,1315
70,60,55,54,38,47,75,72,150
329,522,593,831,774,1064,2738,3373,5125
605,830,784,1048,825,1044,2637,4640,5894
285,509,700,1011,744,986,2771,3770,4523
468,589,757,1066,779,825,2067,3375,5376
407,545,516,791,628,1025,2816,4282,5077
438,469,388,508,346,434,1348,2051,2757
406,673,618,937,750,1023,2940,4529,6483
725,1074,1019,1227,876,857,2025,3268,5469
626,756,683,1092,792,1333,3539,4875,6216
331,489,454,842,609,867,2252,3245,4806
620,717,529,763,552,857,2407,3271,4047
421,603,419,546,320,336,1086,1633,2163
448,604,523,588,496,826,2207,3310,4271
401,528,538,735,501,832,1879,2856,3547
433,713,943,1451,1073,1597,3974,4178,4833
588,863,801,1038,692,877,2043,3450,4800
520,739,648,818,644,663,1760,3065,4684
393,509,453,569,361,501,1640,2229,2974
286,354,257,337,247,292,759,1172,1564
333,483,352,488,414,619,1269,1616,2065
517,738,635,740,510,691,2446,3368,4761
355,471,406,579,445,660,2163,3286,4885
264,438,365,555,477,640,1619,2464,3005
622,855,893,1163,1113,1454,3563,5126,7495
574,849,967,1309,1306,1484,3849,5010,6515
373,435,333,371,253,295,1102,1747,1700
402,621,466,569,450,706,2214,3312,4925
250,358,385,533,375,577,1536,2407,3224
604,871,935,1230,931,1230,3195,4583,5975
405,628,647,908,827,1358,2974,3682,4833
507,720,618,799,467,697,2380,3310,3925
390,591,561,573,363,385,1250,1852,2361
616,904,1091,1218,882,1237,2607,4094,5435
547,740,914,1194,617,696,1590,2542,4969
1017,1406,1361,1497,661,598,985,1886,4837
2119,3699,3849,3644,1738,1584,2099,2638,4741
835,977,1125,1380,937,872,1420,1528,2512
320,522,487,1071,757,1160,3279,4319,6577
1792,2258,2266,3365,2968,4835,13477,18499,24119
519,888,1165,1531,993,982,1515,2025,3417
1226,2212,2514,3009,1566,1622,3457,6655,11632
1365,2038,2203,2828,1989,2728,6340,11210,14672
1096,2237,3600,6676,6308,8557,15350,14836,18581
6951,7400,5749,5219,3364,3043,3897,4594,9415
1949,2993,3186,3809,1810,1622,1857,2484,3975
1184,2122,2721,3825,2744,2731,2879,2742,3400
759,1222,1355,1822,1189,1351,2394,3885,6872
1071,1478,2048,2398,1456,1502,2319,3568,7413
1161,1662,2337,2433,1034,939,1132,1833,3987
3204,4106,3680,3363,1944,1806,2615,2997,5253
767,1230,1398,1380,771,927,2165,3505,6095
344,565,791,1146,685,733,1242,2015,2950
2066,3987,4754,5283,2897,2413,2932,3509,6469
507,820,815,970,740,922,1963,2935,5776
1421,2087,2387,2836,1915,2564,5739,9501,13099
1088,1736,1824,2246,1248,1081,1737,2093,3707
517,1152,1226,1568,783,923,2287,4544,8982
845,1350,1824,1975,1047,789,1326,1930,4703
