0,1,2,3,4,5,6,7,8
92826,92380,91862,91140,91034,90937,90626,90026,88931
139764,139091,138316,137552,137510,137401,137125,136759,135509
136190,135657,134868,133984,133974,133982,133888,133743,132843
195515,194240,193348,192265,192146,192133,191713,191270,190112
106071,105655,105246,104726,104521,104392,104239,103959,103227
128010,127576,127267,126943,126899,126843,126663,126300,123778
208061,206685,205721,205347,205378,205336,204870,204161,201806
147394,145693,144471,143880,143800,143678,143488,143003,141562
137950,137021,136637,136289,136242,136190,136035,135860,135340
258798,257198,254343,251756,251708,251750,251403,251004,250153
339813,338232,336090,334267,334141,334089,333754,333285,332565
158675,157602,156174,155204,155145,155213,155277,155318,155130
171585,170995,170167,168963,168753,168682,168407,168223,167925
208373,207808,207589,207300,207316,207368,207250,206423,204277
256116,254624,252932,251866,251802,251665,251069,250268,247880
351938,349822,347788,345469,344774,344349,343362,342376,339787
39750,39656,39552,39452,39415,39350,39240,39123,38851
325180,324112,323369,322905,322953,322924,322439,321907,319995
192575,192279,192010,191493,191355,191355,191165,190588,189471
179244,178506,177702,176941,176730,176728,176500,176245,174911
255208,253760,252096,250181,249380,248804,247961,247709,246413
192505,191631,191066,190590,190596,190529,190351,189961,188926
460108,456739,454009,451498,451549,451805,451509,450728,447718
214606,214037,213256,212417,212161,212041,211722,211075,209946
284257,282891,281601,280452,280346,280156,279619,279060,277251
261425,260675,260033,259385,259350,259390,259185,258532,257602
135951,135611,135142,134848,134847,134880,134849,134771,134452
221772,221205,220573,220055,219818,219644,219185,218283,216271
201810,201334,200850,200262,199761,199255,198192,197231,195871
212341,211705,210940,210076,209442,208772,207463,205995,202999
182812,182540,182241,181801,181540,180921,178530,175730,173062
173876,173408,173059,172512,172101,171404,168166,164749,161502
278193,277639,276804,275200,273016,270757,266641,263507,260041
122298,122089,121880,121682,121601,121318,120573,119394,118034
158222,158004,157747,157517,157456,157334,156656,155828,155093
161418,161056,160731,160411,160207,159856,158912,157894,156160
148985,148532,148016,147224,146740,146385,145347,143802,141305
150990,150662,150329,149975,149847,149720,149145,147827,146334
170821,170561,170282,169984,169816,169515,168740,167581,166227
269042,268571,268083,267315,266902,266232,263680,260409,257042
290038,289203,288757,288323,288287,288216,287405,285729,282135
213869,213094,212527,211752,211661,211423,210465,209019,207162
251985,251314,250653,249994,249920,249874,249331,247867,245131
141667,141557,141419,141242,141200,141191,141053,140489,137588
525034,523147,520928,518357,518109,517979,517308,515721,512067
382489,381238,380197,379149,378972,378782,378089,376813,374156
341283,340082,338894,337742,337760,337713,336954,335651,332689
322451,321627,320598,319691,319513,319507,319263,318786,316721
569139,568672,568183,567537,567408,567452,567033,565610,562287
2224,2224,2224,2224,2224,2224,2224,2224,2224
499368,498670,498065,497121,496809,496568,495938,494718,491914
172938,172670,172361,171956,171817,171547,170478,168727,166191
288229,287868,287387,286935,286779,286234,284458,282334,279773
320992,320124,319073,317776,317399,317050,316460,315778,314333
393685,392334,391203,390275,390270,390342,389783,388234,383127
377924,377252,376826,376372,376318,376281,375970,375161,373065
284385,281972,280184,279139,278970,279044,278978,278811,277621
188805,187248,185870,185137,185110,184898,184753,184396,183411
544880,541093,538494,536960,536857,536681,536243,535631,533046
234178,231578,229236,228228,228304,228508,228362,228262,227363
219472,217556,215930,214879,214753,214701,214540,214323,213335
255374,252911,251288,250498,250695,250833,250643,250389,249021
290963,289025,287755,286970,286949,286980,286868,286141,284472
224187,222266,221046,220348,220415,220558,220529,220259,219153
235124,233734,232634,232101,232186,232305,232016,231371,229884
324707,321135,318959,318059,317972,317916,317886,317581,315686
147963,147179,146845,146658,146760,146839,146759,146459,143498
489443,487487,486610,485717,486106,486381,486056,484990,479801
178321,177333,176791,176406,176439,176427,176289,175949,173934
272981,271818,271166,270623,270761,270920,270840,270142,265879
321342,320274,319651,319206,319332,319422,319100,317860,313083
